"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,63,"E","Estimated value"
"USA","United States","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,66,"E","Estimated value"
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,79,"E","Estimated value"
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,49,"E","Estimated value"
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,61,"E","Estimated value"
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,71,"E","Estimated value"
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,61,"E","Estimated value"
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,52,"E","Estimated value"
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,68,"E","Estimated value"
"AUS","Australia","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,"E","Estimated value"
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,74,"E","Estimated value"
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,"E","Estimated value"
"CAN","Canada","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,69,"E","Estimated value"
"CZE","Czech Republic","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,60,"E","Estimated value"
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,"E","Estimated value"
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,68,"E","Estimated value"
"FRA","France","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,81,"E","Estimated value"
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,69,"E","Estimated value"
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,64,"E","Estimated value"
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,61,"E","Estimated value"
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,80,"E","Estimated value"
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,70,"E","Estimated value"
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,"E","Estimated value"
"JPN","Japan","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,52,"E","Estimated value"
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,74,"E","Estimated value"
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,"E","Estimated value"
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,63,"E","Estimated value"
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,76,"E","Estimated value"
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,"E","Estimated value"
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,"E","Estimated value"
"POL","Poland","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,54,"E","Estimated value"
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,55,"E","Estimated value"
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,59,"E","Estimated value"
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,"E","Estimated value"
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,"E","Estimated value"
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,46,"E","Estimated value"
"TUR","Turkey","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,"E","Estimated value"
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,69,"E","Estimated value"
"USA","United States","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,68,"E","Estimated value"
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,"E","Estimated value"
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,50,"E","Estimated value"
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,67,"E","Estimated value"
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,"E","Estimated value"
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,69,"E","Estimated value"
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,52,"E","Estimated value"
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,68,"E","Estimated value"
"AUS","Australia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,97,"E","Estimated value"
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,75,"E","Estimated value"
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,100,"E","Estimated value"
"CAN","Canada","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,71,"E","Estimated value"
"CZE","Czech Republic","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,68,"E","Estimated value"
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,88,"E","Estimated value"
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,74,"E","Estimated value"
"FRA","France","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,84,"E","Estimated value"
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,77,"E","Estimated value"
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,67,"E","Estimated value"
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,70,"E","Estimated value"
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,89,"E","Estimated value"
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,74,"E","Estimated value"
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,85,"E","Estimated value"
"JPN","Japan","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,53,"E","Estimated value"
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,100,"E","Estimated value"
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,100,"E","Estimated value"
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,63,"E","Estimated value"
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,84,"E","Estimated value"
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,86,"E","Estimated value"
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,85,"E","Estimated value"
"POL","Poland","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,66,"E","Estimated value"
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,61,"E","Estimated value"
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,64,"E","Estimated value"
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,81,"E","Estimated value"
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,90,"E","Estimated value"
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,57,"E","Estimated value"
"TUR","Turkey","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,87,"E","Estimated value"
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,73,"E","Estimated value"
"USA","United States","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,75,"E","Estimated value"
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,81,"E","Estimated value"
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,51,"E","Estimated value"
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,69,"E","Estimated value"
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,79,"E","Estimated value"
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,70,"E","Estimated value"
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,59,"E","Estimated value"
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,73,"E","Estimated value"
"AUS","Australia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,91,"E","Estimated value"
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,75,"E","Estimated value"
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,88,"E","Estimated value"
"CAN","Canada","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,67,"E","Estimated value"
"CZE","Czech Republic","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,84,"E","Estimated value"
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,61,"E","Estimated value"
"FRA","France","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,75,"E","Estimated value"
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,58,"E","Estimated value"
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,55,"E","Estimated value"
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,51,"E","Estimated value"
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,77,"E","Estimated value"
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,66,"E","Estimated value"
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,73,"E","Estimated value"
"JPN","Japan","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,71,"E","Estimated value"
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,91,"E","Estimated value"
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,63,"E","Estimated value"
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,65,"E","Estimated value"
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,75,"E","Estimated value"
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,72,"E","Estimated value"
"POL","Poland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,43,"E","Estimated value"
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,54,"E","Estimated value"
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,60,"E","Estimated value"
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,70,"E","Estimated value"
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,84,"E","Estimated value"
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,41,"E","Estimated value"
"TUR","Turkey","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,82,"E","Estimated value"
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,50,"E","Estimated value"
"USA","United States","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,53,"E","Estimated value"
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,80,"E","Estimated value"
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,52,"E","Estimated value"
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,56,"E","Estimated value"
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,71,"E","Estimated value"
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,66,"E","Estimated value"
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,60,"E","Estimated value"
"AUS","Australia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.2,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.2,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.7,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.3,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.4,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.1,,
"FRA","France","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.3,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.9,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.4,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.7,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.1,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.8,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.4,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.8,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.9,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.6,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.4,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.4,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.8,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.1,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.8,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.5,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.2,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.9,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.6,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.1,,
"USA","United States","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.8,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.8,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.3,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,70.7,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.4,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.9,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.1,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.6,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.1,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.3,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,75.2,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.3,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78,,
"FRA","France","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.6,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.7,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.2,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.5,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.3,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.2,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.5,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.8,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,71.7,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.5,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.5,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.8,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.6,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.9,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.2,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.2,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.7,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.7,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.2,,
"USA","United States","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.4,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,71.3,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.3,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.8,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.3,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,65.1,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.2,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.2,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.3,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.8,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.2,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.6,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.3,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.4,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.1,,
"FRA","France","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.6,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.2,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79.1,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.7,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.1,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.2,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,86.6,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.1,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.9,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,77.4,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.2,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.2,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.8,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.2,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,80.1,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,86.1,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.8,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79.4,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.9,,
"USA","United States","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.2,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,78.6,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.4,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.7,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.9,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,76.3,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.6,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.6,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
